pdf_path,status,elapsed_seconds,n_chunks_word_count,form_type,company_name_mismatch,n_chunks_numeric_dense,error
../downolad_files/data/nasdaq_annual_reports/catalyst-biosciences-inc/NASDAQ_CBIO_2016.pdf,ok,72.8,255,10-K,False,32,
../downolad_files/data/nasdaq_annual_reports/catalyst-biosciences-inc/NASDAQ_CBIO_2017.pdf,ok,77.2,225,10-K,False,33,
../downolad_files/data/nasdaq_annual_reports/catabasis-pharmaceuticals-inc/NASDAQ_CATB_2020.pdf,ok,95.4,296,10-K,False,17,
../downolad_files/data/nasdaq_annual_reports/catalyst-pharmaceutical-partners-inc/NASDAQ_CPRX_2018.pdf,ok,41.3,168,10-K,False,17,
../downolad_files/data/nasdaq_annual_reports/catalyst-pharmaceutical-partners-inc/NASDAQ_CPRX_2019.pdf,ok,36.9,188,10-K,False,18,
../downolad_files/data/nasdaq_annual_reports/cathay-general-bancorp/NASDAQ_CATY_2018.pdf,ok,7.4,12,,,2,
../downolad_files/data/nasdaq_annual_reports/cathay-general-bancorp/NASDAQ_CATY_2019.pdf,ok,4.9,13,,,2,
../downolad_files/data/nasdaq_annual_reports/cathay-general-bancorp/NASDAQ_CATY_2020.pdf,ok,3.2,11,,,3,
../downolad_files/data/nasdaq_annual_reports/catalyst-biosciences-inc/NASDAQ_CBIO_2018.pdf,ok,90.1,252,10-K,False,31,
../downolad_files/data/nasdaq_annual_reports/catalyst-pharmaceutical-partners-inc/NASDAQ_CPRX_2020.pdf,ok,31.7,206,10-K,False,22,
../downolad_files/data/nasdaq_annual_reports/catalyst-biosciences-inc/NASDAQ_CBIO_2020.pdf,ok,70.4,207,10-K,False,19,
../downolad_files/data/nasdaq_annual_reports/cavco-industries-inc/NASDAQ_CVCO_2019.pdf,ok,28.6,145,10-K,False,41,
../downolad_files/data/nasdaq_annual_reports/cavco-industries-inc/NASDAQ_CVCO_2020.pdf,ok,30.5,156,10-K,False,35,
../downolad_files/data/nasdaq_annual_reports/catalyst-biosciences-inc/NASDAQ_CBIO_2019.pdf,ok,105.7,207,10-K,False,19,
../downolad_files/data/nasdaq_annual_reports/cathay-general-bancorp/NASDAQ_CATY_2021.pdf,ok,63.9,266,10-K,False,76,
../downolad_files/data/nasdaq_annual_reports/cavco-industries-inc/NASDAQ_CVCO_2021.pdf,ok,27.7,14,,,1,
../downolad_files/data/nasdaq_annual_reports/cavco-industries-inc/NASDAQ_CVCO_2022.pdf,ok,30.8,11,,,1,
../downolad_files/data/nasdaq_annual_reports/cbak-energy-technology-inc/NASDAQ_CBAT_2016.pdf,ok,38.8,180,10-K,True,43,
../downolad_files/data/nasdaq_annual_reports/cbak-energy-technology-inc/NASDAQ_CBAT_2017.pdf,ok,28.0,194,10-K,False,61,
../downolad_files/data/nasdaq_annual_reports/cbak-energy-technology-inc/NASDAQ_CBAT_2018.pdf,ok,28.5,189,10-K,False,47,
../downolad_files/data/nasdaq_annual_reports/catalyst-pharmaceutical-partners-inc/NASDAQ_CPRX_2021.pdf,ok,78.2,229,10-K,False,24,
../downolad_files/data/nasdaq_annual_reports/cbak-energy-technology-inc/NASDAQ_CBAT_2019.pdf,ok,33.0,212,10-K,False,62,
../downolad_files/data/nasdaq_annual_reports/cbm-bancorp-inc/NASDAQ_CBMB_2019.pdf,ok,32.0,132,10-K,False,53,
../downolad_files/data/nasdaq_annual_reports/cboe-global-markets/NASDAQ_CBOE_2018.pdf,ok,41.9,236,10-K,False,71,
../downolad_files/data/nasdaq_annual_reports/cboe-global-markets/NASDAQ_CBOE_2019.pdf,ok,38.8,218,10-K,False,61,
../downolad_files/data/nasdaq_annual_reports/cbm-bancorp-inc/NASDAQ_CBMB_2020.pdf,ok,55.6,130,10-K,False,40,
../downolad_files/data/nasdaq_annual_reports/cboe-global-markets/NASDAQ_CBOE_2020.pdf,ok,41.2,258,10-K,False,61,
../downolad_files/data/nasdaq_annual_reports/cbak-energy-technology-inc/NASDAQ_CBAT_2020.pdf,ok,87.4,241,10-K,False,68,
../downolad_files/data/nasdaq_annual_reports/cbtx-inc/NASDAQ_CBTX_2019.pdf,ok,49.3,196,10-K,False,74,
../downolad_files/data/nasdaq_annual_reports/cbtx-inc/NASDAQ_CBTX_2017.pdf,ok,61.9,259,10-K,False,78,
../downolad_files/data/nasdaq_annual_reports/cboe-global-markets/NASDAQ_CBOE_2021.pdf,ok,75.5,264,10-K,False,64,
../downolad_files/data/nasdaq_annual_reports/cbtx-inc/NASDAQ_CBTX_2020.pdf,ok,47.0,213,10-K,False,76,
../downolad_files/data/nasdaq_annual_reports/cbtx-inc/NASDAQ_CBTX_2018.pdf,ok,44.2,221,10-K,False,74,
../downolad_files/data/nasdaq_annual_reports/cdk-global-inc/NASDAQ_CDK_2018.pdf,ok,86.7,184,10-K,False,64,
../downolad_files/data/nasdaq_annual_reports/cdk-global-inc/NASDAQ_CDK_2016.pdf,ok,106.0,206,10-K,False,56,
../downolad_files/data/nasdaq_annual_reports/cdk-global-inc/NASDAQ_CDK_2017.pdf,ok,100.0,213,10-K,False,63,
../downolad_files/data/nasdaq_annual_reports/cdw-corp/NASDAQ_CDW_2017.pdf,ok,29.9,176,10-K,False,69,
../downolad_files/data/nasdaq_annual_reports/cdk-global-inc/NASDAQ_CDK_2020.PDF,ok,31.2,196,10-K,False,53,
../downolad_files/data/nasdaq_annual_reports/cdk-global-inc/NASDAQ_CDK_2019.pdf,ok,108.5,211,10-K,False,65,
../downolad_files/data/nasdaq_annual_reports/cdw-corp/NASDAQ_CDW_2018.PDF,ok,23.2,158,10-K,False,69,
../downolad_files/data/nasdaq_annual_reports/cdw-corp/NASDAQ_CDW_2016.pdf,ok,56.2,292,10-K,False,75,
../downolad_files/data/nasdaq_annual_reports/cdw-corp/NASDAQ_CDW_2020.pdf,ok,33.8,143,10-K,False,53,
../downolad_files/data/nasdaq_annual_reports/cdw-corp/NASDAQ_CDW_2019.pdf,ok,40.6,143,10-K,False,56,
../downolad_files/data/nasdaq_annual_reports/ceco-environmental-corp/NASDAQ_CECE_2018.pdf,ok,31.3,32,,,6,
../downolad_files/data/nasdaq_annual_reports/ceco-environmental-corp/NASDAQ_CECE_2019.pdf,ok,31.9,132,10-K,,36,
../downolad_files/data/nasdaq_annual_reports/ceco-environmental-corp/NASDAQ_CECE_2020.pdf,ok,30.2,141,10-K,,37,
../downolad_files/data/nasdaq_annual_reports/cedar-realty-trust-inc/NASDAQ_CDR_2020.pdf,ok,31.2,130,10-K,False,33,
../downolad_files/data/nasdaq_annual_reports/cedar-realty-trust-inc/NASDAQ_CDR_2018.pdf,ok,38.6,117,10-K,False,32,
../downolad_files/data/nasdaq_annual_reports/cedar-realty-trust-inc/NASDAQ_CDR_2021.pdf,ok,39.1,153,10-K,False,49,
../downolad_files/data/nasdaq_annual_reports/ceco-environmental-corp/NASDAQ_CECE_2021.pdf,ok,61.1,124,10-K,,21,
../downolad_files/data/nasdaq_annual_reports/cedar-realty-trust-inc/NASDAQ_CDR_2019.pdf,ok,44.8,189,10-K,False,53,
../downolad_files/data/nasdaq_annual_reports/celcuity-inc/NASDAQ_CELC_2020.pdf,ok,25.6,151,,False,20,
../downolad_files/data/nasdaq_annual_reports/celcuity-inc/NASDAQ_CELC_2017.pdf,ok,51.9,141,10-K,False,15,
../downolad_files/data/nasdaq_annual_reports/celcuity-inc/NASDAQ_CELC_2018.pdf,ok,49.9,141,10-K,False,17,
../downolad_files/data/nasdaq_annual_reports/celcuity-inc/NASDAQ_CELC_2019.pdf,ok,49.6,139,10-K,False,18,
../downolad_files/data/nasdaq_annual_reports/celldex-therapeutics-inc/NASDAQ_CLDX_2019.pdf,ok,33.7,196,10-K,False,29,
../downolad_files/data/nasdaq_annual_reports/celldex-therapeutics-inc/NASDAQ_CLDX_2020.pdf,ok,66.2,189,10-K,False,28,
../downolad_files/data/nasdaq_annual_reports/celldex-therapeutics-inc/NASDAQ_CLDX_2018.pdf,ok,71.1,189,10-K,False,32,
../downolad_files/data/nasdaq_annual_reports/celldex-therapeutics-inc/NASDAQ_CLDX_2021.pdf,ok,65.0,191,10-K,False,28,
../downolad_files/data/nasdaq_annual_reports/cellectar-biosciences-inc/NASDAQ_CLRB_2018.pdf,ok,42.9,120,10-K,False,20,
../downolad_files/data/nasdaq_annual_reports/cellectar-biosciences-inc/NASDAQ_CLRB_2019.pdf,ok,52.1,131,10-K,False,16,
../downolad_files/data/nasdaq_annual_reports/cellectar-biosciences-inc/NASDAQ_CLRB_2021.pdf,ok,75.1,169,10-K,False,14,
